word,frequency
epic,34
toys,34
first.,34
spoke,34
desk,34
saturday,34
afternoon,34
pointless,34
understandable,34
dissatisfied,34
about.,34
punctual,34
"food,",34
suggested,34
centre.,34
"lately,",34
magnificent,34
wine,34
"details,",34
unreliable,34
respect,34
photos,34
budget,34
walking,34
2022,34
"helpful,",34
"one,",34
manually,34
assisted,34
packets,34
difficulties,34
retry,34
cancels,34
care.,34
name.,34
party,34
companies,34
middle,34
"user,",34
special.,34
connect,34
automated,34
solid,34
methods.,34
complained,34
efficiently,34
4th,34
adress,34
hot,34
boxes,34
woollies,33
eg.,33
app!!!!,33
buying.,33
"customer,",33
amazingly,33
source,33
convince,33
99%,33
crashed,33
anywhere.,33
household,33
stage,33
"before,",33
substitutions,33
switched,33
promotion,33
sells,33
app's,33
cool.,33
bakery,33
goeie,33
order...,33
complains,33
we've,33
causes,33
practical,33
comments,33
made.,33
mission,33
deserves,33
pc.,33
capitec,33
line.,33
difficulty,33
easily.,33
faster.,33
tool,33
program,33
refunds.,33
hey,33
inconvenience.,33
occasion,33
laggy,33
luck.,33
addition,33
disappointment.,33
premium,33
addresses,33
call.,33
r200,33
"payments,",32
"bread,",32
areas.,32
submitted,32
opportunity,32
this!,32
"application,",32
shuts,32
wishlists,32
too!,32
vast,32
block,32
awe,32
july,32
thanks!,32
light,32
terribly,32
greater,32
suburb,32
question,32
common,32
hyper.,32
glitchy.,32
lucky,32
reasons,32
"not,",32
soooo,32
nightmare.,32
"example,",32
oops,32
dream,32
are.,32
seller,32
mins.,32
"ok,",32
torn,32
80%,32
unavailable.,32
allocated,32
registered.,32
control,32
plastic,32
arriving,32
package.,32
"yes,",32
selected.,32
responsive.,32
works!,31
it!!!!,31
son,31
pre,31
reporting,31
safer,31
🤔,31
scratch,31
links,31
greatly,31
odd,31
packet,31
tricky,31
packed.,31
retailer,31
free!,31
supper,31
purchasing.,31
"stars,",31
map,31
re-installed,31
glitching,31
disappoint.,31
disappointed!,31
expires,31
lead,31
described,31
happy!,31
"honestly,",31
beat,31
pm,31
use!!,31
savings.,31
weekend,31
packers,31
battling,31
"wonderful,",31
'n,31
concern,31
particular,31
consistent,31
stock?,31
closes.,31
*,31
developed,31
difference.,31
isnt,31
respond.,31
instant,31
patient,31
particularly,30
reasonably,30
vs,30
hassel,30
bulk,30
adverts,30
only.,30
hire,30
guaranteed,30
reasonable.,30
age,30
red,30
incomplete,30
bloody,30
"useful,",30
tries,30
say.,30
today's,30
"drivers,",30
easy!!,30
advice,30
whoever,30
settings,30
delay.,30
queues,30
love.,30
goed,30
min.,30
sorted.,30
launch,30
"review,",30
50,30
cold,30
love!,30
switching,30
errors.,30
pandemic,30
25,30
"down,",30
bag.,30
😂,30
blue,30
data.,30
consultant,30
known,30
nowhere,30
defective,30
tho,30
specified,30
coupons,30
damaged.,30
ingredients,30
"page,",30
unexpected,30
concept,30
warranty,30
"then,",30
60.,30
hv,30
thousands,30
greate,30
2023,29
regularly.,29
fraud,29
badly,29
one's,29
lag,29
disappoints.,29
break,29
that?,29
unfair,29
"shops,",29
solve,29
packaging.,29
"secure,",29
minor,29
row,29
"often,",29
would've,29
best!!!,29
travel,29
city,29
puts,29
browsing.,29
absa,29
range.,29
hanging,29
wherever,29
mini's,29
action,29
bought.,29
beats,29
"groceries,",29
otp.,29
causing,29
sevice,29
temu,29
comparing,29
"crashing,",29
describe,29
ship,29
felt,29
colour,29
better!,29
field,29
act,29
recognize,29
pull,29
exceptional!,29
"brilliant,",29
icon,29
individual,29
electronics,29
clear.,29
thursday,29
feature.,29
"much,",29
no.,29
30min,29
expiring,29
march,29
jump,28
frame,28
time!!,28
over.,28
dates.,28
"notifications,",28
toilet,28
tracker,28
devs,28
rubbish.,28
categories.,28
specially,28
longer.,28
"once,",28
good...,28
opted,28
",it",28
yeah,28
course,28
safest,28
understanding,28
complain.,28
visit,28
slow!,28
😑,28
couriers,28
rid,28
technology,28
understand.,28
"reason,",28
testing,28
at.,28
requesting,28
eye,28
simpler,28
locate,28
school,28
promo,28
okay.,28
reply.,28
should.,28
"screen,",28
afford,28
yo,28
"needed,",28
maklik,28
"team,",28
fav,28
person.,28
neither,28
transaction.,28
exclusive,28
throughout,28
"accurate,",28
fuss.,28
perfection,28
"seamless,",28
appreciated.,28
palm,28
😄,28
necessary,28
me...,28
release,28
angry,28
excuse,28
processes,28
attention,28
smile,28
doorstep.,28
added.,28
thru,28
fruits,28
"hours,",28
had.,27
alternate,27
cigarettes,27
likely,27
responses,27
sa!,27
accepting,27
balances,27
expectations.,27
;),27
april,27
battle,27
happening.,27
route,27
5km,27
"always,",27
confirming,27
clunky,27
limited.,27
ends,27
rescheduled,27
bye,27
typed,27
frustration.,27
freezes.,27
caused,27
brilliant!,27
timeous,27
was.,27
vir,27
needing,27
supported,27
al,27
"secondly,",27
pleasant.,27
wonderfully,27
splendid,27
(not,27
awesome!!,27
terrible!,27
talking,27
features.,27
60sixty,27
couch,27
displaying,27
exit,27
orderd,27
offer.,27
safely,27
family.,27
"place,",27
"people,",27
ratings,27
best!!,27
integration,27
visible,27
rejected,27
wishlist.,27
urgent,27
head,27
stunning,27
sometime,27
social,27
power,27
given.,27
"effective,",27
remain,27
ten,27
disgusted,27
reserve,27
"long,",27
empty.,27
fit,27
"missing,",26
sorts,26
14,26
disabled,26
responded,26
seconds.,26
dankie,26
cases,26
fetch,26
gone.,26
r50,26
holding,26
acc,26
blocked,26
unpleasant,26
registering,26
time..,26
ruined,26
accessories,26
throws,26
pick-up,26
immediate,26
past.,26
playstore,26
"trustworthy,",26
#1,26
moment.,26
offers.,26
"unfortunately,",26
tips.,26
",easy",26
cater,26
notification.,26
loves,26
😢,26
earth,26
writing,26
ticket,26
delayed.,26
disable,26
❤️❤️,26
"range,",26
"and,",26
pricey,26
buttons,26
finished,26
submitting,26
forces,26
pickers,26
throwing,26
disaster.,26
downside,26
organized,26
platforms,26
approved,26
fridge,26
ran,26
fun.,26
bug.,26
squashed,26
content,26
recognise,26
lock,26
supporting,26
staying,26
functioning,26
evening,26
gripe,26
prompt.,26
risk,26
treat,26
hear,26
roll,26
world.,26
xbox,26
face,26
card?,25
"first,",25
voucher.,25
part.,25
"africa,",25
pop-up,25
did.,25
record,25
wasnt,25
thankyou,25
veg,25
towards,25
contains,25
"received,",25
codes,25
parcel.,25
dinner,25
"do,",25
shipping.,25
drove,25
scammed,25
useless!,25
👎,25
forth,25
dear,25
layout.,25
"hangs,",25
relatively,25
emailing,25
together.,25
devices.,25
brand.,25
guarantee,25
figure,25
superior,25
suppliers.,25
heart,25
ok.,25
constantly.,25
thoroughly,25
financial,25
timeslot,25
packaged.,25
now!,25
yesterday.,25
stock!,25
"expected,",25
you!!,25
hi.,25
randomly,25
convenient!!,25
money!,25
efficiently.,25
express,25
count,25
impossible.,25
r250,25
billed,25
anyway.,25
great...,25
unfriendly,25
mistakes,25
team!,25
gate.,25
"damaged,",25
revert,25
expand,25
experience...,25
see.,25
digit,25
value.,25
clicked,25
misleading,25
essentials,25
key,25
forever.,25
🛍,25
bonus.,25
consumers,25
bombs,25
round.,25
"updates,",25
launched,25
conditions,25
wondering,25
occasionally,25
tracking.,25
replacement.,25
hello,25
warning,25
"properly,",25
veggies,24
promptly,24
presents,24
quick!,24
un-installed,24
exceeded,24
whereas,24
battery,24
iv,24
inconvenient.,24
connected,24
rare,24
wanted.,24
majority,24
suitable,24
stealing,24
lol.,24
tablet.,24
arrives.,24
g,24
sharp,24
😭,24
"""we",24
sub,24
potatoes,24
filled,24
beer,24
5star,24
bay,24
sometimes.,24
million,24
painful,24
pics,24
built,24
"selection,",24
amazing!!!,24
good!!,24
expensive.,24
quiet,24
and/or,24
sealed,24
invoices,24
experienced.,24
takealot..,24
struggles,24
hit,24
unbelievably,24
navigation.,24
shelf,24
da,24
minus,24
receive.,24
dry,24
payflex,24
returned.,24
"company,",24
c,24
equipment,24
loan,24
5.,24
60/60.,24
"arrive,",24
day!,24
ridiculously,24
upgrading,24
september,24
sales.,24
45,24
lunch,24
convenient..,24
precise,24
screens,24
refunding,24
noice,24
update!,24
lockdown.,24
plus.,24
focus,24
buyers,24
pandemic.,24
cuts,24
digits,24
machine,24
electronic,24
i.e.,23
requests,23
removed.,23
west,23
pushed,23
processed.,23
"with,",23
fall,23
estate,23
timeslots,23
"have,",23
mark,23
maps,23
trolley,23
"star,",23
op,23
weight,23
👌🏻,23
turns,23
quantities,23
employees,23
obsessed,23
"otp,",23
provided.,23
(or,23
mile,23
tend,23
forgetting,23
redeem,23
payfast,23
bt,23
laid,23
consuming,23
flexible,23
simplified,23
amazed,23
transport,23
tomorrow.,23
deal.,23
recently.,23
recommended!,23
lying,23
overpriced,23
departments,23
access.,23
genuinely,23
speaking,23
opinion,23
august,23
23,23
october,23
kalahari,23
"platform,",23
levels,23
typing,23
painfully,23
"house,",23
cat,23
instance,23
info.,23
ball,23
reference,23
try.,23
👍🏼,23
confusing.,23
setup,23
quickest,23
accessing,23
pleasure!,23
painless.,23
while.,23
allways,23
fire,23
",they",23
firstly,23
mess.,23
hussle,23
for!,23
accessible.,23
slowest,23
"please,",23
resulting,23
bless,23
sucks!,23
africa's,23
attitude,23
recomend,23
48,23
newer,22
advance,22
sent.,22
uninstall.,22
bananas,22
wise,22
easy..,22
competitor,22
shocking.,22
forgotten,22
others.,22
on-line,22
copy,22
10am,22
shutting,22
"side,",22
r1000,22
provider,22
slowly,22
mind.,22
tomatoes,22
acceptable,22
games,22
advantage,22
alright,22
parents,22
ebucks.,22
agree,22
"complaints,",22
train,22
newest,22
sites,22
fed,22
ignored,22
altyd,22
damage,22
products...,22
queue,22
"""my",22
closing.,22
depending,22
"system,",22
3d,22
wallet.,22
msg,22
somewhat,22
trash,22
usable,22
cache,22
glass,22
bill,22
competitors.,22
couldnt,22
benefits,22
need!,22
dec,22
complicated.,22
allot,22
checker,22
swipe,22
"sometimes,",22
🤣,22
???,22
member,22
prompts,22
"register,",22
research,22
pensioner,22
inflated,22
complaint.,22
ui.,22
now...,22
18,22
"year,",22
impressive.,22
situation,22
daily.,22
kitchen,22
covid-19,22
picknpay,22
apples,22
dissapointing,22
proud,22
repeatedly,22
phoning,22
on?,22
stil,22
stars!,22
functional.,22
paid.,22
hang,22
💪,22
incompetent,22
irritating.,22
joke,22
welcome,22
help!,22
secondly,22
arrange,22
it'll,22
capacity,22
story,22
"condition,",22
entirely,22
indicate,22
salad,22
costing,22
!!!!!,22
4.,22
algorithm,22
serve,22
b,22
includes,22
app👍,21
straightforward.,21
accounts.,21
hulle,21
"arrived,",21
substitutes.,21
tough,21
rain,21
growing,21
emails.,21
wet,21
required.,21
"thanks,",21
design.,21
jy,21
case.,21
worked.,21
jou,21
traffic,21
disappear,21
font,21
difficult.,21
slips,21
resolution,21
afraid,21
loadshedding,21
scam.,21
locked,21
clients.,21
"twice,",21
interactive,21
amazing!!,21
here!,21
lodge,21
earned,21
ads.,21
merchandise,21
percent,21
collections,21
interest,21
owesome,21
"return,",21
21,21
corner,21
frustrated.,21
purchased.,21
stole,21
"glitchy,",21
retrieve,21
he's,21
really.,21
👍🏾,21
assistance.,21
much!,21
=,21
conveniently,21
keyboard,21
funny,21
v,21
cumbersome,21
operation,21
"yesterday,",21
km,21
timer,21
cvv,21
apps!,21
"horrible,",21
entry,21
excuses,21
"wrong""",21
bargain,21
blocks,21
"login,",21
prepared,21
"thing,",21
upload,21
books.,21
consultants,21
comparison,21
continuous,21
😘,21
bothered,21
basis.,21
challenge,21
tends,21
tedious,21
lekka,21
own.,21
pleasurable,21
exist.,21
"special,",21
goood,21
mentioned,21
exeptional,21
items!,21
job!,21
regardless,21
"poor,",21
handling,21
super!,20
visa,20
print,20
supermarket,20
produce.,20
r300,20
yourself.,20
informing,20
dissapointed.,20
systems,20
directions,20
two.,20
generic,20
"hyper,",20
flow,20
🔥🔥,20
least.,20
"selected,",20
specify,20
tuesday,20
practically,20
jan,20
sixty60!,20
replacing,20
beef,20
👌🏼,20
friends.,20
released,20
country.,20
persists.,20
fingers,20
😍😍😍,20
opposite,20
calls.,20
',20
happiness,20
communicating,20
international,20
unwanted,20
convinient.,20
receipt,20
th,20
box.,20
duplicate,20
priced.,20
choose.,20
opinion.,20
"etc,",20
out!,20
"correct,",20
shopping...,20
aap,20
eta.,20
charging,20
loading.,20
treated,20
chips,20
parameter,20
group,20
👌.,20
washing,20
"amount,",20
everything!,20
re-order,20
"more,",20
unreliable.,20
"dash,",20
appliances,20
100%.,20
ease.,20
stocked,20
smell,20
"site,",20
harder,20
frequently.,20
"like,",20
dependable,20
server,20
game.,20
hiccups,20
superb.,20
pushing,20
"month,",20
larger,20
♡,20
60min.,20
period.,20
abd,20
times!,20
delaying,20
shelves,20
lagging,20
promotions.,20
junk,20
😊😊,20
responds,20
"perfectly,",20
potential,20
client.,20
qualify,20
expired.,20
...i,20
continually,20
"too,",20
ignore,20
disgusting.,20
ideal,20
reduce,20
order..,20
boring,20
"hour,",20
hands.,20
friendly!!,20
app...easy,20
lost.,20
hundred,20
six,20
ans,20
reversal,20
solved,20
basis,19
messages.,19
connection.,19
16,19
"method,",19
"help,",19
realize,19
less.,19
timeously,19
success,19
warm,19
par,19
(the,19
reject,19
january,19
garbage,19
safe!,19
shoppers.,19
"morning,",19
competitive.,19
"reinstalled,",19
shein,19
acceptable.,19
thrown,19
scanner,19
demand,19
"communication,",19
install.,19
worries,19
offline,19
rands,19
offered.,19
opposed,19
wait.,19
effort.,19
explaining,19
explained,19
loop.,19
indication,19
convient,19
"app,easy",19
cc,19
now?,19
"glitches,",19
),19
delivery?,19
irritated,19
"bank,",19
custom,19
☺,19
"broken,",19
spoilt,19
silly,19
disappeared,19
experiences.,19
intended,19
contents,19
ever...,19
lemon,19
substitution,19
"intuitive,",19
nr,19
gateway,19
schedule.,19
takealots,19
cook,19
👍🏽,19
active,19
dislike,19
dot,19
fails.,19
joke.,19
invalid.,19
beste,19
"affordable,",19
me?,19
collection.,19
introduced,19
seldom,19
buns,19
charm.,19
stolen,19
assisting,19
"job,",19
beautifully,19
displays,19
catalogue,19
owe,19
deliverys,19
retailers.,19
reduced,19
enjoyable.,19
spoiled,19
reopen,19
"placed,",19
fashion,19
originally,19
plans,19
id.,19
mall.,19
"no,",19
queries.,19
tea,19
desired,19
it....,19
"weeks,",19
patience,19
weird,19
enable,19
alert,19
tools,19
phones.,19
blown,19
2020.,19
build,19
😅,19
integrated,19
advertising.,19
come.,19
28,18
😤,18
branch.,18
asap!,18
listen,18
picks,18
collect.,18
everybody,18
"categories,",18
improve.,18
wake,18
admin,18
everytime!,18
africa!,18
buys,18
confidence,18
aside,18
22,18
finds,18
2-3,18
"very,",18
"navigation,",18
jumps,18
in-store.,18
⭐⭐⭐⭐⭐,18
sets,18
nappies,18
delightful,18
purpose.,18
idea.,18
mistake.,18
suck,18
stocks,18
children,18
monitor,18
since.,18
seamlessly,18
120,18
recommend!,18
flowers,18
takealot!!!!,18
changer,18
r350,18
again?,18
users.,18
skeptical,18
timed,18
"milk,",18
human,18
"know,",18
masterpass,18
wider,18
"upgrade,",18
hidden,18
market.,18
mouse,18
auto,18
covered.,18
excellent!!!!,18
🚚,18
written,18
navigate!,18
sections,18
de,18
indeed.,18
speed.,18
wen,18
"takelot,",18
meat.,18
water,18
answers,18
14:00,18
"""no",18
lately.,18
reliability,18
19,18
radius,18
"pricing,",18
activate,18
"fresh,",18
",and",18
does.,18
rewards.,18
what?,18
"feedback,",18
recommending,18
february,18
begin,18
"door,",18
personnel,18
spoken,18
answer.,18
playing,18
shared,18
effectively,18
service!!!!,18
dissapoint,18
strange,18
freeze,18
pnp.,18
story.,18
incase,18
mother,18
outstanding.,18
filters.,18
af,18
"app,i",18
answering,18
them!,18
bike,18
pet,18
resetting,18
😍😍,18
unstable,18
further.,18
informative.,18
quicker.,18
center.,18
%,18
17:00,18
"said,",18
consent,17
2022.,17
>,17
"alternatives,",17
available?,17
"60,",17
raw,17
assured,17
fell,17
happily,17
online!,17
trip,17
rude.,17
delivery..,17
realise,17
"itself,",17
slot.,17
coke,17
lines,17
everywhere,17
efficient!!,17
child,17
improvements.,17
"support,",17
"crashes,",17
invest,17
ring,17
"bugs,",17
example.,17
sooooo,17
friday.,17
"location,",17
exceptional!!,17
petrol,17
expectation,17
ya,17
"past,",17
kan,17
iphone,17
aswell.,17
furious,17
blank.,17
30%,17
sister,17
model,17
😠,17
designed.,17
net,17
joy.,17
indicates,17
"""find",17
"fun,",17
flat,17
"of,",17
clearing,17
transact,17
image,17
eats,17
attempted,17
more!,17
join,17
urgently.,17
great..,17
members,17
"staff,",17
redo,17
realised,17
resolving,17
delivering.,17
"rating,",17
locations,17
cheaper.,17
disturbing,17
"""not",17
item's,17
experience!!,17
advise.,17
wich,17
him.,17
"customers,",17
fat,17
efficiency.,17
phone's,17
cancelation,17
friendly...,17
discount.,17
news,17
9th,17
2l,17
"""oops",17
leading,17
level.,17
eady,17
rotten.,17
excellant,17
planned,17
se,17
iam,17
likes,17
operate.,17
5th,17
people's,17
options!,17
luxury,17
use!!!,17
abit,17
insert,17
10%,17
high.,17
"cool,",17
code.,17
banks,17
recommendations,17
problems!,17
p,17
laptop.,17
bombing,17
challenges,17
ons,17
delivery!!,17
parcels.,17
encounter,17
wrote,17
shut,17
true.,17
beter,17
"pathetic,",17
"bags,",17
1),17
training,17
sure.,17
distance,17
tx,17
pending.,17
order?,17
exquisite,17
mid,17
media,17
👍👍👍👍,17
apology,16
download.,16
xmas,16
for?,16
right?,16
60mins,16
frustrating!!!,16
notifies,16
internet.,16
drives,16
rush,16
le,16
unsuccessful,16
prompted,16
diens.,16
null.,16
types,16
prompting,16
faulty.,16
searching.,16
please?,16
outdated,16
minutes!,16
sound,16
reccomend,16
issues!,16
claims,16
trust.,16
birth.,16
deliveries!,16
sailing,16
class.,16
raise,16
old.,16
"plus,",16
operating,16
sluggish,16
"hassle,",16
